,RAW_station,MONTH,CRUISE_MO,DAY,YEAR,TRANSECT,NM_SHORE,STATION,LATITUDE,LONGITUDE,DEPTH_M,nanchov,psardine,pherring,seanett
562,061906FS12,6,6,19,2006,FS,12,FS12,48.23,-124.99,260,0,36.97,0,0
563,062011FS12,6,6,20,2011,FS,12,FS12,48.23,-124.99,260,0,0,0,0
564,062107FS12,6,6,21,2007,FS,12,FS12,48.23,-124.99,260,0,25.72,0,0
565,062110FS12,6,6,21,2010,FS,12,FS12,48.23,-124.99,260,0,0,0,11.56
566,062208FS12,6,6,22,2008,FS,12,FS12,48.23,-124.99,260,0,0,0,0
567,062309FS12,6,6,23,2009,FS,12,FS12,48.23,-124.99,260,0,0,0,0
568,062303TI14,6,6,23,2003,TI,14,TI14,48.33,-125.01,220,10,50714.15,79.99,0
569,062506CR45,6,6,25,2006,CR,45,CR45,46.17,-125.03,1465,2020.93,0,0,11.1
570,062106QR29,6,6,21,2006,QR,29,QR29,47.53,-125.05,676.7,0,0,0,0
571,062304QR29,6,6,23,2004,QR,29,QR29,47.53,-125.05,676.7,3278.15,0,0,0
572,062307QR29,6,6,23,2007,QR,29,QR29,47.53,-125.05,676.7,0,0,0,0
573,062310QR29,6,6,23,2010,QR,29,QR29,47.53,-125.05,676.7,0,0,0,0
574,062503QR29,6,6,25,2003,QR,29,QR29,47.53,-125.05,676.7,0,0,0,0
575,062509QR29,6,6,25,2009,QR,29,QR29,47.53,-125.05,676.7,0,0,0,0
576,062702QR29,6,6,27,2002,QR,29,QR29,47.53,-125.05,676.7,0,0,0,0
577,061799GH36,6,6,17,1999,GH,36,GH36,47,-125.06,731.5,0,0,0,0
578,061405LP17,6,6,14,2005,LP,17,LP17,47.92,-125.08,137.2,205.37,0,0,14.67
579,061699LP17,6,6,16,1999,LP,17,LP17,47.92,-125.08,137.2,0,0,0,0
580,062006LP17,6,6,20,2006,LP,17,LP17,47.92,-125.08,137.2,0,10.45,0,0
581,062111LP17,6,6,21,2011,LP,17,LP17,47.92,-125.08,137.2,0,46523.11,0,0
582,062204LP17,6,6,22,2004,LP,17,LP17,47.92,-125.08,137.2,140.19,0,0,0
583,062207LP17,6,6,22,2007,LP,17,LP17,47.92,-125.08,137.2,0,0,0,0
584,062210LP17,6,6,22,2010,LP,17,LP17,47.92,-125.08,137.2,0,0,0,0
585,062308LP17,6,6,23,2008,LP,17,LP17,47.92,-125.08,137.2,0,0,0,0
586,062401LP17,6,6,24,2001,LP,17,LP17,47.92,-125.08,137.2,0,0,0,7.75
587,062403LP17,6,6,24,2003,LP,17,LP17,47.92,-125.08,137.2,0,970.03,27.2,0
588,062409LP17,6,6,24,2009,LP,17,LP17,47.92,-125.08,137.2,0,26.63,0,0
589,062500LP17,6,6,25,2000,LP,17,LP17,47.92,-125.08,137.2,0,0,0,0
590,061906FS17,6,6,19,2006,FS,17,FS17,48.23,-125.12,117,0,23.88,0,0
591,062011FS17,6,6,20,2011,FS,17,FS17,48.23,-125.12,117,0,0,0,0
592,062107FS17,6,6,21,2007,FS,17,FS17,48.23,-125.12,117,0,0,0,0
593,062110FS17,6,6,21,2010,FS,17,FS17,48.23,-125.12,117,0,0,0,0
594,062208FS17,6,6,22,2008,FS,17,FS17,48.23,-125.12,117,0,0,0,0
595,062309FS17,6,6,23,2009,FS,17,FS17,48.23,-125.12,117,0,2074.64,0,0
596,062303TI19,6,6,23,2003,TI,19,TI19,48.33,-125.14,118,0,0,0,0
597,062107FS20,6,6,21,2007,FS,20,FS20,48.24,-125.19,211.9,0,0,0,0
598,061405LP22,6,6,14,2005,LP,22,LP22,47.92,-125.19,182.9,8866.19,170.83,0,34.17
599,061699LP22,6,6,16,1999,LP,22,LP22,47.92,-125.19,182.9,0,0,0,0
600,062006LP22,6,6,20,2006,LP,22,LP22,47.92,-125.19,182.9,34281.14,89.24,0,0
601,062111LP22,6,6,21,2011,LP,22,LP22,47.92,-125.19,182.9,0,0,0,0
602,062204LP22,6,6,22,2004,LP,22,LP22,47.92,-125.19,182.9,1796.2,0,0,0
603,062207LP22,6,6,22,2007,LP,22,LP22,47.92,-125.19,182.9,0,0,0,0
604,062210LP22,6,6,22,2010,LP,22,LP22,47.92,-125.19,182.9,0,0,52.03,0
605,062308LP22,6,6,23,2008,LP,22,LP22,47.92,-125.19,182.9,0,69.9,0,0
606,062401LP22,6,6,24,2001,LP,22,LP22,47.92,-125.19,182.9,0,0,0,0
607,062403LP22,6,6,24,2003,LP,22,LP22,47.92,-125.19,182.9,0,8.84,0,0
608,062409LP22,6,6,24,2009,LP,22,LP22,47.92,-125.19,182.9,0,18.53,0,0
609,061906FS22,6,6,19,2006,FS,22,FS22,48.23,-125.24,122.5,0,0,0,0
610,062011FS22,6,6,20,2011,FS,22,FS22,48.23,-125.24,122.5,0,60.69,0,0
611,062110FS22,6,6,21,2010,FS,22,FS22,48.23,-125.24,122.5,0,0,10.11,0
612,062208FS22,6,6,22,2008,FS,22,FS22,48.23,-125.24,122.5,0,101.86,0,0
613,062309FS22,6,6,23,2009,FS,22,FS22,48.23,-125.24,122.5,0,53.11,0,0
614,061699LP27,6,6,16,1999,LP,27,LP27,47.92,-125.3,493.8,0,0,0,0
615,062006LP27,6,6,20,2006,LP,27,LP27,47.92,-125.3,493.8,30.38,0,0,0
616,062111LP27,6,6,21,2011,LP,27,LP27,47.92,-125.3,493.8,0,0,0,0
617,062210LP27,6,6,22,2010,LP,27,LP27,47.92,-125.3,493.8,0,0,0,0
618,062409LP27,6,6,24,2009,LP,27,LP27,47.92,-125.3,493.8,0,0,0,0
619,061906FS29,6,6,19,2006,FS,29,FS29,48.23,-125.42,112,13.81,621.51,0,0
620,062011FS29,6,6,20,2011,FS,29,FS29,48.23,-125.42,112,0,670.68,0,0
621,062107FS29,6,6,21,2007,FS,29,FS29,48.23,-125.42,112,0,24.18,0,0
622,062110FS29,6,6,21,2010,FS,29,FS29,48.23,-125.42,112,0,0,0,0
623,062309FS29,6,6,23,2009,FS,29,FS29,48.23,-125.42,112,0,0,0,0
624,070101NH20,7,6,1,2001,NH,20,NH20,44.67,-124.52,128,0,0,0,0
625,070203NH20,7,6,2,2003,NH,20,NH20,44.67,-124.52,128,222.98,34.3,0,0
626,070103CH01,7,6,1,2003,CH,1,CH1,45.05,-124.03,29.3,0,0,0,652.08
627,070103CH02,7,6,1,2003,CH,2,CH2,45.05,-124.07,54.9,0,0,0,913.38
628,070103CH05,7,6,1,2003,CH,5,CH5,45.05,-124.13,86,0,8.88,0,159.84
629,070203NH03,7,6,2,2003,NH,3,NH3,44.67,-124.13,46,10.74,161.17,5963.41,762.89
630,070101NH05,7,6,1,2001,NH,5,NH5,44.67,-124.17,58.5,0,0,808.29,272.56
631,070203NH05,7,6,2,2003,NH,5,NH5,44.67,-124.17,58.5,0,0,0,224.57
632,070103CH10,7,6,1,2003,CH,10,CH10,45.05,-124.23,146.3,0,34.97,34.97,0
633,070101NH10,7,6,1,2001,NH,10,NH10,44.67,-124.28,82.3,0,0,10.36,497.05
634,070203NH10,7,6,2,2003,NH,10,NH10,44.67,-124.28,82.3,0,0,0,72.57
635,070103CH15,7,6,1,2003,CH,15,CH15,45.05,-124.34,201.2,337.05,0,0,0
636,070101NH15,7,6,1,2001,NH,15,NH15,44.67,-124.4,91.4,0,0,0,43.08
637,070203NH15,7,6,2,2003,NH,15,NH15,44.67,-124.4,91.4,0,8.82,8.82,0
638,070103CH20,7,6,1,2003,CH,20,CH20,45.05,-124.45,310.9,0,0,0,0
639,070103CH25,7,6,1,2003,CH,25,CH25,45.05,-124.57,402.3,0,0,0,0
640,070203NH25,7,6,2,2003,NH,25,NH25,44.67,-124.63,265.2,415.13,118.61,0,0
